Country Code,Year,GDP
ABW,1960,
AFE,1960,19291929319.7389
AFG,1960,537777811.111111
AFW,1960,10407321640.3539
AGO,1960,
ALB,1960,
AND,1960,
ARB,1960,
ARE,1960,
ARG,1960,
ARM,1960,
ASM,1960,
ATG,1960,
AUS,1960,18577668271.9229
AUT,1960,6592693841.18495
AZE,1960,
BDI,1960,195999990.0
BEL,1960,11658722590.99
BEN,1960,226195579.35701
BFA,1960,330442817.168859
BGD,1960,4274893913.49536
BGR,1960,
BHR,1960,
BHS,1960,169803921.568627
BIH,1960,
BLR,1960,
BLZ,1960,28071888.5622288
BMU,1960,84466654.0769119
BOL,1960,373879363.595386
BRA,1960,15165569912.5199
BRB,1960,
BRN,1960,
BTN,1960,
BWA,1960,30412308.9864012
CAF,1960,112155598.949571
CAN,1960,40461721692.6468
CEB,1960,
CHE,1960,9522746719.21614
CHI,1960,
CHL,1960,4110000000.0
CHN,1960,59716467625.3148
CIV,1960,546203561.571989
CMR,1960,614206071.002235
COD,1960,3359404117.64706
COG,1960,131731862.568975
COL,1960,4031152976.63904
COM,1960,
CPV,1960,
CRI,1960,507513829.994855
CSS,1960,1880306125.08709
CUB,1960,
CUW,1960,
CYM,1960,
CYP,1960,
CZE,1960,
DEU,1960,
DJI,1960,
DMA,1960,
DNK,1960,
DOM,1960,672399700.0
DZA,1960,2723593384.78054
EAP,1960,80228099085.3378
EAR,1960,155760911038.015
EAS,1960,153371358387.281
ECA,1960,
ECS,1960,
ECU,1960,2069465326.41882
EGY,1960,
EMU,1960,244822233085.413
ERI,1960,
ESP,1960,12072126075.397
EST,1960,
ETH,1960,
EUU,1960,
FCS,1960,29349021069.3616
FIN,1960,5224102195.52771
FJI,1960,112328422.113084
FRA,1960,62225478000.8822
FRO,1960,
FSM,1960,
GAB,1960,141468978.376811
GBR,1960,73233967692.1028
GEO,1960,
GHA,1960,1217230038.26781
GIB,1960,
GIN,1960,
GMB,1960,
GNB,1960,
GNQ,1960,
GRC,1960,4335186016.83942
GRD,1960,
GRL,1960,
GTM,1960,1043599900.0
GUM,1960,
GUY,1960,170215248.206265
HIC,1960,1065948843592.6
HKG,1960,1320796651.69457
HND,1960,335650000.0
HPC,1960,17362158669.5291
HRV,1960,
HTI,1960,273187200.0
HUN,1960,
IBD,1960,315973597830.62
IBT,1960,352596709532.301
IDA,1960,37717512939.3174
IDB,1960,12063675731.3764
IDN,1960,
IDX,1960,26675755356.452
IMN,1960,
IND,1960,37029883875.4573
INX,1960,
IRL,1960,1939329775.43739
IRN,1960,4199134389.9037
IRQ,1960,
ISL,1960,248434096.968726
ISR,1960,2598500000.0
ITA,1960,40385288344.1911
JAM,1960,699050678.98642
JOR,1960,
JPN,1960,44307342950.4
KAZ,1960,
KEN,1960,791265458.818076
KGZ,1960,
KHM,1960,637142865.714286
KIR,1960,
KNA,1960,12366563.6119699
KOR,1960,3958190758.62419
KWT,1960,
LAC,1960,65620808165.847
LAO,1960,
LBN,1960,
LBR,1960,
LBY,1960,
LCA,1960,
LCN,1960,81651509143.1006
LDC,1960,
LIC,1960,
LIE,1960,
LKA,1960,1409873949.57983
LMC,1960,88920589041.2411
LMY,1960,334795344385.953
LSO,1960,34579308.4138317
LTE,1960,181842917423.45
LTU,1960,
LUX,1960,703925705.942958
LVA,1960,
MAC,1960,
MAF,1960,
MAR,1960,2037150716.33238
MCO,1960,
MDA,1960,
MDG,1960,673081724.076322
MDV,1960,
MEA,1960,
MEX,1960,13040000000.0
MHL,1960,
MIC,1960,322125506384.578
MKD,1960,
MLI,1960,
MLT,1960,
MMR,1960,
MNA,1960,
MNE,1960,
MNG,1960,
MNP,1960,
MOZ,1960,
MRT,1960,
MUS,1960,
MWI,1960,162956740.865183
MYS,1960,1916241996.60264
NAC,1960,583846188346.724
NAM,1960,
NCL,1960,
NER,1960,449526872.565486
NGA,1960,4196092258.15484
NIC,1960,223854666.666667
NLD,1960,12276734172.0828
NOR,1960,5163271598.15702
NPL,1960,508334413.965087
NRU,1960,
NZL,1960,5485854791.97096
OED,1960,1080919288767.36
OMN,1960,
OSS,1960,
PAK,1960,3749265014.69971
PAN,1960,537147100.0
PER,1960,2571908062.07692
PHL,1960,6684568805.0688
PLW,1960,
PNG,1960,230496032.981216
POL,1960,
PRE,1960,20951544748.0569
PRI,1960,1691900000.0
PRK,1960,
PRT,1960,3193200404.37297
PRY,1960,
PSE,1960,
PSS,1960,
PST,1960,1046332223873.93
PYF,1960,
QAT,1960,
ROU,1960,
RUS,1960,
RWA,1960,119000024.0
SAS,1960,47170699606.9233
SAU,1960,
SDN,1960,1307333333.33333
SEN,1960,1003692374.55789
SGP,1960,704756304.717104
SLB,1960,
SLE,1960,322009471.56704
SLV,1960,
SMR,1960,
SOM,1960,180459936.776025
SRB,1960,
SSA,1960,29241261008.7303
SSD,1960,
SSF,1960,29252647706.2346
SST,1960,
STP,1960,
SUR,1960,99650000.0
SVK,1960,
SVN,1960,
SWE,1960,15822585033.5764
SWZ,1960,35076158.4768305
SXM,1960,
SYC,1960,12012012.012012
SYR,1960,857704431.686497
TCA,1960,
TCD,1960,313582729.426485
TEA,1960,80063316656.9229
TEC,1960,
TGO,1960,121128073.114022
THA,1960,2760747471.88624
TJK,1960,
TKM,1960,
TLA,1960,76704221426.2271
TLS,1960,
TMN,1960,
TON,1960,
TSA,1960,47170699606.9233
TSS,1960,29252647706.2346
TTO,1960,535670127.748935
TUN,1960,
TUR,1960,13995067817.5092
TUV,1960,
TZA,1960,
UGA,1960,423008385.744235
UKR,1960,
UMC,1960,237934419358.275
URY,1960,1242289239.20493
USA,1960,543300000000.0
UZB,1960,
VCT,1960,13066557.7786852
VEN,1960,7779090909.09091
VGB,1960,
VIR,1960,
VNM,1960,
VUT,1960,
WLD,1960,1384628173213.67
WSM,1960,
XKX,1960,
YEM,1960,
ZAF,1960,7575396973.02288
ZMB,1960,713000000.0
ZWE,1960,1052990400.0
ABW,1961,
AFE,1961,19701861087.7779
AFG,1961,548888895.555556
AFW,1961,11131302981.479
AGO,1961,
ALB,1961,
AND,1961,
ARB,1961,
ARE,1961,
ARG,1961,
ARM,1961,
ASM,1961,
ATG,1961,
AUS,1961,19652816664.8001
AUT,1961,7311749633.36229
AZE,1961,
BDI,1961,202999992.0
BEL,1961,12400145221.595
BEN,1961,235668222.429984
BFA,1961,350247237.11684
BGD,1961,4817580183.60155
BGR,1961,
BHR,1961,
BHS,1961,190098039.215686
BIH,1961,
BLR,1961,
BLZ,1961,29964370.7125857
BMU,1961,89249986.6972895
BOL,1961,406684585.719294
BRA,1961,15236854859.469
BRB,1961,
BRN,1961,
BTN,1961,
BWA,1961,32902336.644746
CAF,1961,123134584.467673
CAN,1961,40934952063.9468
CEB,1961,
CHE,1961,10712712465.0522
CHI,1961,
CHL,1961,4609727272.72727
CHN,1961,50056868957.6732
CIV,1961,618245639.221382
CMR,1961,652777613.643638
COD,1961,3086746857.14286
COG,1961,151675739.160603
COL,1961,4540447761.19403
COM,1961,
CPV,1961,
CRI,1961,490325181.614275
CSS,1961,2038301741.01758
CUB,1961,
CUW,1961,
CYM,1961,
CYP,1961,
CZE,1961,
DEU,1961,
DJI,1961,
DMA,1961,
DNK,1961,
DOM,1961,654100200.0
DZA,1961,2434727329.809
EAP,1961,70426361459.3414
EAR,1961,156501527150.353
EAS,1961,153819454355.002
ECA,1961,
ECS,1961,
ECU,1961,1753850416.70826
EGY,1961,
EMU,1961,268953400361.151
ERI,1961,
ESP,1961,13834300571.4849
EST,1961,
ETH,1961,
EUU,1961,
FCS,1961,30472424079.3784
FIN,1961,5921659485.03284
FJI,1961,116987784.913739
FRA,1961,67461644222.0352
FRO,1961,
FSM,1961,
GAB,1961,167637908.489803
GBR,1961,77741965703.3544
GEO,1961,
GHA,1961,1302674264.19915
GIB,1961,
GIN,1961,
GMB,1961,
GNB,1961,
GNQ,1961,
GRC,1961,4961400439.31722
GRD,1961,
GRL,1961,
GTM,1961,1076699900.0
GUM,1961,
GUY,1961,185848451.262906
HIC,1961,1128319563908.67
HKG,1961,1383681651.13776
HND,1961,356200000.0
HPC,1961,17811912756.9974
HRV,1961,
HTI,1961,271066000.0
HUN,1961,
IBD,1961,301198959536.37
IBT,1961,341015401182.001
IDA,1961,39827767715.5173
IDB,1961,12910219880.3363
IDN,1961,
IDX,1961,27957707199.3268
IMN,1961,
IND,1961,39232435784.0946
INX,1961,
IRL,1961,2088012282.35667
IRN,1961,4426949094.8403
IRQ,1961,
ISL,1961,253885656.329253
ISR,1961,3138500000.0
ITA,1961,44842760293.1924
JAM,1961,748028839.423211
JOR,1961,
JPN,1961,53508617739.3778
KAZ,1961,
KEN,1961,792959472.139024
KGZ,1961,
KHM,1961,642857134.285714
KIR,1961,
KNA,1961,12483229.3064224
KOR,1961,2417558289.36656
KWT,1961,
LAC,1961,68624073521.7132
LAO,1961,
LBN,1961,
LBR,1961,
LBY,1961,
LCA,1961,
LCN,1961,86450353399.0946
LDC,1961,
LIC,1961,
LIE,1961,
LKA,1961,1444327731.09244
LMC,1961,94061080940.3571
LMY,1961,321087790322.644
LSO,1961,35699286.0142797
LTE,1961,167916484925.597
LTU,1961,
LUX,1961,704145671.350213
LVA,1961,
MAC,1961,
MAF,1961,
MAR,1961,2025689536.60705
MCO,1961,
MDA,1961,
MDG,1961,699161943.857103
MDV,1961,
MEA,1961,
MEX,1961,14160000000.0
MHL,1961,
MIC,1961,308137575552.815
MKD,1961,
MLI,1961,
MLT,1961,
MMR,1961,
MNA,1961,
MNE,1961,
MNG,1961,
MNP,1961,
MOZ,1961,
MRT,1961,159213140.003286
MUS,1961,
MWI,1961,174576508.469831
MYS,1961,1901868548.28172
NAC,1961,604324202050.644
NAM,1961,
NCL,1961,
NER,1961,485785234.940376
NGA,1961,4467200335.99328
NIC,1961,240524723.428571
NLD,1961,13493833739.9949
NOR,1961,5632460936.54576
NPL,1961,531959561.62226
NRU,1961,
NZL,1961,5670064168.21773
OED,1961,1136637327305.46
OMN,1961,
OSS,1961,
PAK,1961,4118647627.04746
PAN,1961,599026300.0
PER,1961,2899654840.36567
PHL,1961,7256966966.22556
PLW,1961,
PNG,1961,244832035.032526
POL,1961,
PRE,1961,21546817734.2961
PRI,1961,1865100000.0
PRK,1961,
PRT,1961,3417516639.37596
PRY,1961,
PSE,1961,
PSS,1961,
PST,1961,1106297047932.93
PYF,1961,
QAT,1961,
ROU,1961,
RUS,1961,
RWA,1961,122000016.0
SAS,1961,50331770780.8139
SAU,1961,
SDN,1961,1419333333.33333
SEN,1961,1058975265.58883
SGP,1961,764634783.744937
SLB,1961,
SLE,1961,327834680.557103
SLV,1961,
SMR,1961,
SOM,1961,191659914.376034
SRB,1961,
SSA,1961,30384230629.6307
SSD,1961,
SSF,1961,30395076455.5819
SST,1961,
STP,1961,
SUR,1961,107700000.0
SVK,1961,
SVN,1961,
SWE,1961,17212686614.5726
SWZ,1961,43025199.4960101
SXM,1961,
SYC,1961,11592011.5920116
SYR,1961,945244992.211306
TCA,1961,
TCD,1961,333975338.83416
TEA,1961,70281711056.3279
TEC,1961,
TGO,1961,126396469.707058
THA,1961,3034043574.06071
TJK,1961,
TKM,1961,
TLA,1961,81096175117.2242
TLS,1961,
TMN,1961,
TON,1961,
TSA,1961,50331770780.8139
TSS,1961,30395076455.5819
TTO,1961,584961208.656595
TUN,1961,
TUR,1961,7988888888.88889
TUV,1961,
TZA,1961,
UGA,1961,441524109.014675
UKR,1961,
UMC,1961,213309686104.865
URY,1961,1547388781.43133
USA,1961,563300000000.0
UZB,1961,
VCT,1961,13999883.3343055
VEN,1961,8189090909.09091
VGB,1961,
VIR,1961,
VNM,1961,
VUT,1961,
WLD,1961,1440342189098.71
WSM,1961,
XKX,1961,
YEM,1961,
ZAF,1961,7972996814.14993
ZMB,1961,696285714.285714
ZWE,1961,1096646600.0
ABW,1962,
AFE,1962,21470351752.549
AFG,1962,546666677.777778
AFW,1962,11946843968.9628
AGO,1962,
ALB,1962,
AND,1962,
ARB,1962,
ARE,1962,
ARG,1962,24450604877.6081
ARM,1962,
ASM,1962,
ATG,1962,
AUS,1962,19892485160.7123
AUT,1962,7756110210.11966
AZE,1962,
BDI,1962,213500006.0
BEL,1962,13264015675.3193
BEN,1962,236434906.75427
BFA,1962,379567023.340308
BGD,1962,5081413339.78635
BGR,1962,
BHR,1962,
BHS,1962,212254901.960784
BIH,1962,
BLR,1962,
BLZ,1962,31856922.8615428
BMU,1962,94149985.9669446
BOL,1962,444665186.397102
BRA,1962,19926293839.0163
BRB,1962,
BRN,1962,
BTN,1962,
BWA,1962,35643207.6265246
CAF,1962,124482748.937917
CAN,1962,42227447631.9159
CEB,1962,
CHE,1962,11879982758.5619
CHI,1962,
CHL,1962,5416272727.27273
CHN,1962,47209359005.6057
CIV,1962,645284344.684118
CMR,1962,694247725.537204
COD,1962,3779841428.57143
COG,1962,166521239.86331
COL,1962,4955543963.36869
COM,1962,
CPV,1962,
CRI,1962,479180824.348506
CSS,1962,2153895647.51123
CUB,1962,
CUW,1962,
CYM,1962,
CYP,1962,
CZE,1962,
DEU,1962,
DJI,1962,
DMA,1962,
DNK,1962,
DOM,1962,824100000.0
DZA,1962,2001428328.37091
EAP,1962,64535753438.5537
EAR,1962,161727595330.508
EAS,1962,157384238189.396
ECA,1962,
ECS,1962,
ECU,1962,1518208221.23052
EGY,1962,
EMU,1962,298805957085.637
ERI,1962,
ESP,1962,16138545209.246
EST,1962,
ETH,1962,
EUU,1962,
FCS,1962,33693015219.7675
FIN,1962,6340580854.39073
FJI,1962,122906434.957814
FRA,1962,75607529809.9288
FRO,1962,
FSM,1962,
GAB,1962,182796536.499917
GBR,1962,81247564156.8246
GEO,1962,
GHA,1962,1382515590.06942
GIB,1962,
GIN,1962,
GMB,1962,
GNB,1962,
GNQ,1962,9122751.45318345
GRC,1962,5213047711.42704
GRD,1962,
GRL,1962,
GTM,1962,1143600000.0
GUM,1962,
GUY,1962,194948375.430205
HIC,1962,1217987853620.26
HKG,1962,1612346412.26475
HND,1962,387750000.0
HPC,1962,19385281267.1852
HRV,1962,
HTI,1962,281896800.0
HUN,1962,
IBD,1962,313641680976.976
IBT,1962,356969387285.059
IDA,1962,42940736936.5229
IDB,1962,13806111069.8856
IDN,1962,
IDX,1962,30280698933.0784
IMN,1962,
IND,1962,42161481858.7014
INX,1962,
IRL,1962,2260349684.08625
IRN,1962,4693566416.48346
IRQ,1962,1954634836.18034
ISL,1962,284916516.159537
ISR,1962,2510000000.0
ITA,1962,50383891898.9911
JAM,1962,777712445.751085
JOR,1962,
JPN,1962,60723018683.7333
KAZ,1962,
KEN,1962,868111400.014073
KGZ,1962,
KHM,1962,660000008.571429
KIR,1962,
KNA,1962,12541562.1536487
KOR,1962,2814318516.60968
KWT,1962,
LAC,1962,79174794692.4698
LAO,1962,
LBN,1962,
LBR,1962,
LBY,1962,
LCA,1962,
LCN,1962,98887395345.0436
LDC,1962,
LIC,1962,
LIE,1962,
LKA,1962,1434156378.60082
LMC,1962,95978572098.1187
LMY,1962,334429290206.644
LSO,1962,41859162.8167437
LTE,1962,176167276812.775
LTU,1962,
LUX,1962,741509480.796284
LVA,1962,
MAC,1962,
MAF,1962,
MAR,1962,2379606422.29029
MCO,1962,
MDA,1962,
MDG,1962,739286906.851553
MDV,1962,
MEA,1962,
MEX,1962,15200000000.0
MHL,1962,
MIC,1962,319694266052.876
MKD,1962,
MLI,1962,
MLT,1962,
MMR,1962,
MNA,1962,
MNE,1962,
MNG,1962,
MNP,1962,
MOZ,1962,
MRT,1962,164271590.835566
MUS,1962,
MWI,1962,183116337.673247
MYS,1962,2001502678.6881
NAC,1962,647421597617.883
NAM,1962,
NCL,1962,
NER,1962,531736492.909178
NGA,1962,4909302953.94092
NIC,1962,265291588.666667
NLD,1962,14647057370.1418
NOR,1962,6066976682.67364
NPL,1962,574091101.194382
NRU,1962,
NZL,1962,6077496267.76294
OED,1962,1226903891897.31
OMN,1962,
OSS,1962,
PAK,1962,4310163796.72407
PAN,1962,652120900.0
PER,1962,3286773187.87687
PHL,1962,4399827767.96704
PLW,1962,
PNG,1962,261184037.372302
POL,1962,
PRE,1962,23587218352.4159
PRI,1962,2094400000.0
PRK,1962,
PRT,1962,3668222357.65702
PRY,1962,
PSE,1962,
PSS,1962,
PST,1962,1194518726498.29
PYF,1962,
QAT,1962,
ROU,1962,
RUS,1962,
RWA,1962,125000008.0
SAS,1962,53721519494.2269
SAU,1962,
SDN,1962,1541666666.66667
SEN,1962,1085475573.48959
SGP,1962,826244609.95688
SLB,1962,
SLE,1962,342721579.817636
SLV,1962,
SMR,1962,
SOM,1962,203531927.547229
SRB,1962,
SSA,1962,32919570183.9908
SSD,1962,
SSF,1962,32931412202.0829
SST,1962,
STP,1962,
SUR,1962,116150000.0
SVK,1962,
SVN,1962,
SWE,1962,18667251380.0746
SWZ,1962,45927061.4587708
SXM,1962,
SYC,1962,12642026.5718964
SYR,1962,1110565863.53737
TCA,1962,
TCD,1962,357635713.876922
TEA,1962,64403201897.4798
TEC,1962,
TGO,1962,132237441.630863
THA,1962,3308912796.93487
TJK,1962,
TKM,1962,
TLA,1962,92824010528.9346
TLS,1962,
TMN,1962,
TON,1962,
TSA,1962,53721519494.2269
TSS,1962,32931412202.0829
TTO,1962,619319197.340022
TUN,1962,
TUR,1962,8922222222.22222
TUV,1962,
TZA,1962,
UGA,1962,449012578.616352
UKR,1962,
UMC,1962,223871699062.67
URY,1962,1710004407.22785
USA,1962,605100000000.0
UZB,1962,
VCT,1962,14524878.959342
VEN,1962,8946969696.9697
VGB,1962,
VIR,1962,
VNM,1962,
VUT,1962,
WLD,1962,1545696874313.13
WSM,1962,
XKX,1962,
YEM,1962,
ZAF,1962,8497996604.37052
ZMB,1962,693142857.142857
ZWE,1962,1117601600.0
ABW,1963,
AFE,1963,25704995452.1713
AFG,1963,751111191.111111
AFW,1963,12680220415.2601
AGO,1963,
ALB,1963,
AND,1963,
ARB,1963,
ARE,1963,
ARG,1963,18272123664.4715
ARM,1963,
ASM,1963,
ATG,1963,
AUS,1963,21507447642.5132
AUT,1963,8374175257.73075
AZE,1963,
BDI,1963,232749998.0
BEL,1963,14260017387.0492
BEN,1963,253927646.475909
BFA,1963,394040588.303477
BGD,1963,5319458351.16235
BGR,1963,
BHR,1963,
BHS,1963,237745098.039216
BIH,1963,
BLR,1963,
BLZ,1963,33749405.0118998
BMU,1963,96366652.3032171
BOL,1963,478805990.083307
BRA,1963,23021477292.2093
BRB,1963,
BRN,1963,
BTN,1963,
BWA,1963,38091150.566196
CAF,1963,129379097.888958
CAN,1963,45029988561.2124
CEB,1963,
CHE,1963,13063643795.7884
CHI,1963,
CHL,1963,5668187500.0
CHN,1963,50706799902.5104
CIV,1963,761047045.830402
CMR,1963,718320701.389784
COD,1963,6213185742.57426
COG,1963,172233430.871484
COL,1963,4836166666.66667
COM,1963,
CPV,1963,
CRI,1963,511902136.809973
CSS,1963,2290313587.93574
CUB,1963,
CUW,1963,
CYM,1963,
CYP,1963,
CZE,1963,
DEU,1963,
DJI,1963,
DMA,1963,
DNK,1963,
DOM,1963,940799900.0
DZA,1963,2702960118.28806
EAP,1963,69883263758.9678
EAR,1963,171478810153.645
EAS,1963,175624780153.863
ECA,1963,
ECS,1963,
ECU,1963,1824344492.07169
EGY,1963,
EMU,1963,335327047842.942
ERI,1963,
ESP,1963,19074913947.7196
EST,1963,
ETH,1963,
EUU,1963,
FCS,1963,38736837733.2883
FIN,1963,6885920328.66187
FJI,1963,129454728.623599
FRA,1963,84759195105.8693
FRO,1963,
FSM,1963,
GAB,1963,154480244.246828
GBR,1963,86561961812.3249
GEO,1963,
GHA,1963,1540797516.79469
GIB,1963,
GIN,1963,
GMB,1963,
GNB,1963,
GNQ,1963,10840095.1283649
GRC,1963,5895278024.09202
GRD,1963,
GRL,1963,
GTM,1963,1262800000.0
GUM,1963,
GUY,1963,175756868.692761
HIC,1963,1312049348328.28
HKG,1963,1935298266.45384
HND,1963,410200000.0
HPC,1963,23388590794.8324
HRV,1963,
HTI,1963,294883400.0
HUN,1963,
IBD,1963,334936683087.183
IBT,1963,383983984190.01
IDA,1963,48293337277.6804
IDB,1963,14611953713.5818
IDN,1963,
IDX,1963,35169326198.953
IMN,1963,
IND,1963,48421923458.7413
INX,1963,
IRL,1963,2430843768.44553
IRN,1963,4928628018.38759
IRQ,1963,1978437692.5231
ISL,1963,340061650.119898
ISR,1963,2992333333.33333
ITA,1963,57710743059.8341
JAM,1963,826690466.190676
JOR,1963,
JPN,1963,69498131797.3333
KAZ,1963,
KEN,1963,926589348.572953
KGZ,1963,
KHM,1963,728571437.142857
KIR,1963,
KNA,1963,12833226.3897801
KOR,1963,3988784572.24835
KWT,1963,
LAC,1963,78810137064.4409
LAO,1963,
LBN,1963,
LBR,1963,
LBY,1963,
LCA,1963,
LCN,1963,99799463180.4464
LDC,1963,
LIC,1963,
LIE,1963,
LKA,1963,1240672268.90756
LMC,1963,106797935821.989
LMY,1963,360183209698.238
LSO,1963,47039059.2188156
LTE,1963,190934000739.002
LTU,1963,
LUX,1963,791140595.772755
LVA,1963,
MAC,1963,
MAF,1963,
MAR,1963,2657247327.3392
MCO,1963,
MDA,1963,
MDG,1963,759345862.971331
MDV,1963,
MEA,1963,
MEX,1963,16960000000.0
MHL,1963,
MIC,1963,341273686639.232
MKD,1963,
MLI,1963,
MLT,1963,
MMR,1963,
MNA,1963,
MNE,1963,
MNG,1963,
MNP,1963,
MOZ,1963,
MRT,1963,168186331.271262
MUS,1963,
MWI,1963,190816183.676326
MYS,1963,2510126747.68065
NAC,1963,683726355213.516
NAM,1963,
NCL,1963,
NER,1963,586294761.493516
NGA,1963,5165489010.2198
NIC,1963,292916241.142857
NLD,1963,15891241386.291
NOR,1963,6510239502.76489
NPL,1963,496947904.443033
NRU,1963,
NZL,1963,6638937283.13963
OED,1963,1322444599057.41
OMN,1963,
OSS,1963,
PAK,1963,4630827383.45233
PAN,1963,722784500.0
PER,1963,3600957771.15299
PHL,1963,4875309866.34017
PLW,1963,
PNG,1963,275968039.487715
POL,1963,
PRE,1963,27488662211.9429
PRI,1963,2333600000.0
PRK,1963,
PRT,1963,3905734459.72693
PRY,1963,
PSE,1963,
PSS,1963,
PST,1963,1286713396893.12
PYF,1963,
QAT,1963,
ROU,1963,
RUS,1963,
RWA,1963,128000000.0
SAS,1963,60426255394.5899
SAU,1963,
SDN,1963,1568333333.33333
SEN,1963,1122139637.25693
SGP,1963,917614007.578727
SLB,1963,
SLE,1963,348546952.134368
SLV,1963,
SMR,1963,
SOM,1963,216145935.941626
SRB,1963,
SSA,1963,37715832947.7199
SSD,1963,
SSF,1963,37728782383.3013
SST,1963,
STP,1963,
SUR,1963,125950000.0
SVK,1963,
SVN,1963,
SWE,1963,20204870629.7441
SWZ,1963,54128377.4324513
SXM,1963,
SYC,1963,13923029.2643975
SYR,1963,1200447429.35563
TCA,1963,
TCD,1963,371767002.655998
TEA,1963,69739728837.4247
TEC,1963,
TGO,1963,143255784.510751
THA,1963,3540403456.55305
TJK,1963,
TKM,1963,
TLA,1963,93433637676.7528
TLS,1963,
TMN,1963,
TON,1963,
TSA,1963,60426255394.5899
TSS,1963,37728782383.3014
TTO,1963,678235373.038558
TUN,1963,
TUR,1963,10355555555.5556
TUV,1963,
TZA,1963,
UGA,1963,516147798.742138
UKR,1963,
UMC,1963,233328403223.055
URY,1963,1539681490.78174
USA,1963,638600000000.0
UZB,1963,
VCT,1963,13708219.0981742
VEN,1963,9753333333.33333
VGB,1963,
VIR,1963,
VNM,1963,
VUT,1963,
WLD,1963,1665140917215.54
WSM,1963,
XKX,1963,
YEM,1963,
ZAF,1963,9423396234.59933
ZMB,1963,718714285.714286
ZWE,1963,1159511700.0
ABW,1964,
AFE,1964,23501645213.0399
AFG,1964,800000044.444444
AFW,1964,13842621612.1733
AGO,1964,
ALB,1964,
AND,1964,
ARB,1964,
ARE,1964,
ARG,1964,25605249381.7597
ARM,1964,
ASM,1964,
ATG,1964,
AUS,1964,23764139321.3126
AUT,1964,9169983885.71185
AZE,1964,
BDI,1964,260750008.0
BEL,1964,15960106680.6732
BEN,1964,269818988.259263
BFA,1964,410321618.17137
BGD,1964,5386054619.34987
BGR,1964,
BHR,1964,
BHS,1964,266666666.666667
BIH,1964,
BLR,1964,
BLZ,1964,36193826.1234775
BMU,1964,107566650.633857
BOL,1964,539491477.320156
BRA,1964,21211892259.9904
BRB,1964,
BRN,1964,
BTN,1964,
BWA,1964,41613969.0506064
CAF,1964,142025069.461676
CAN,1964,49377522896.703
CEB,1964,
CHE,1964,14480556571.5476
CHI,1964,
CHL,1964,5982347826.08696
CHN,1964,59708343488.5043
CIV,1964,921063266.445521
CMR,1964,776650126.190072
COD,1964,2881545272.72727
COG,1964,185693724.845363
COL,1964,5973366666.66667
COM,1964,
CPV,1964,
CRI,1964,542578367.242598
CSS,1964,2470264539.67836
CUB,1964,
CUW,1964,
CYM,1964,
CYP,1964,
CZE,1964,
DEU,1964,
DJI,1964,
DMA,1964,
DNK,1964,
DOM,1964,1025599900.0
DZA,1964,2909292864.23204
EAP,1964,81022528789.384
EAR,1964,196835283798.465
EAS,1964,201780076727.835
ECA,1964,
ECS,1964,
ECU,1964,2244146867.90195
EGY,1964,
EMU,1964,373007781485.543
ERI,1964,
ESP,1964,21343844643.7341
EST,1964,
ETH,1964,
EUU,1964,
FCS,1964,34104522122.9472
FIN,1964,7766655085.78588
FJI,1964,140032741.468329
FRA,1964,94007851047.3678
FRO,1964,
FSM,1964,
GAB,1964,215679855.272553
GBR,1964,94407558351.1616
GEO,1964,
GHA,1964,1731296118.87113
GIB,1964,
GIN,1964,
GMB,1964,
GNB,1964,
GNQ,1964,12712471.3960211
GRC,1964,6669673257.1183
GRD,1964,
GRL,1964,
GTM,1964,1299099900.0
GUM,1964,
GUY,1964,194773376.888526
HIC,1964,1432139276432.11
HKG,1964,2206466461.26434
HND,1964,457000000.0
HPC,1964,20894278675.1242
HRV,1964,
HTI,1964,325281200.0
HUN,1964,
IBD,1964,379872173755.145
IBT,1964,427048410254.8
IDA,1964,47357737721.3404
IDB,1964,15945561034.346
IDN,1964,
IDX,1964,32519705551.4494
IMN,1964,
IND,1964,56480289940.8261
INX,1964,
IRL,1964,2766608945.87402
IRN,1964,5379845647.70139
IRQ,1964,2340521142.5371
ISL,1964,434267936.914583
ISR,1964,3405333333.33333
ITA,1964,63175417019.0094
JAM,1964,897931401.371973
JOR,1964,
JPN,1964,81749006381.5111
KAZ,1964,
KEN,1964,998759333.643326
KGZ,1964,
KHM,1964,782857128.571429
KIR,1964,
KNA,1964,13416554.8620428
KOR,1964,3458939357.73377
KWT,1964,
LAC,1964,90906169854.7386
LAO,1964,
LBN,1964,
LBR,1964,
LBY,1964,
LCA,1964,
LCN,1964,111214931920.54
LDC,1964,
LIC,1964,
LIE,1964,
LKA,1964,1309747899.15966
LMC,1964,120295398617.646
LMY,1964,404582836685.153
LSO,1964,51938961.2207756
LTE,1964,210627020154.086
LTU,1964,
LUX,1964,903158753.943622
LVA,1964,
MAC,1964,
MAF,1964,
MAR,1964,2798339768.79755
MCO,1964,
MDA,1964,
MDG,1964,802482182.924192
MDV,1964,
MEA,1964,
MEX,1964,20080000000.0
MHL,1964,
MIC,1964,389730745046.126
MKD,1964,
MLI,1964,
MLT,1964,
MMR,1964,
MNA,1964,
MNE,1964,
MNG,1964,
MNP,1964,
MOZ,1964,
MRT,1964,224495789.265476
MUS,1964,
MWI,1964,194736105.277894
MYS,1964,2674441395.53116
NAC,1964,735285089547.337
NAM,1964,
NCL,1964,
NER,1964,582816358.347155
NGA,1964,5552822483.55033
NIC,1964,341973758.857143
NLD,1964,18699380731.3465
